time,number_A,number_HA,alpha,surf_ch_dens
140.00000000001765,124,38,0.7654320987654321,-245.27148256790122
150.00000000000855,100,62,0.6172839506172839,-197.79958271604937
159.99999999999946,88,74,0.5432098765432098,-174.06363279012348
169.99999999999037,79,83,0.4876543209876543,-156.261670345679
179.99999999998127,77,85,0.47530864197530864,-152.30567869135803
189.99999999997218,73,89,0.4506172839506173,-144.39369538271603
199.99999999996308,65,97,0.4012345679012346,-128.56972876543207
209.99999999995399,63,99,0.3888888888888889,-124.61373711111112
219.9999999999449,61,101,0.3765432098765432,-120.65774545679011
229.9999999999358,57,105,0.35185185185185186,-112.74576214814813
239.9999999999267,58,104,0.35802469135802467,-114.72375797530864
249.9999999999176,58,104,0.35802469135802467,-114.72375797530864
259.99999999990854,60,102,0.37037037037037035,-118.67974962962963
269.99999999989944,54,108,0.3333333333333333,-106.81177466666665
279.99999999989035,53,109,0.3271604938271605,-104.83377883950617
289.99999999988125,52,110,0.32098765432098764,-102.85578301234568
299.99999999987216,53,109,0.3271604938271605,-104.83377883950617
309.99999999986306,55,107,0.3395061728395062,-108.78977049382716
319.99999999985397,57,105,0.35185185185185186,-112.74576214814813
329.9999999998449,55,107,0.3395061728395062,-108.78977049382716
339.9999999998358,56,106,0.345679012345679,-110.76776632098766
349.9999999998267,59,103,0.36419753086419754,-116.70175380246913
359.9999999998176,57,105,0.35185185185185186,-112.74576214814813
369.9999999998085,58,104,0.35802469135802467,-114.72375797530864
379.9999999997994,57,105,0.35185185185185186,-112.74576214814813
389.9999999997903,58,104,0.35802469135802467,-114.72375797530864
399.9999999997812,59,103,0.36419753086419754,-116.70175380246913
409.9999999997721,57,105,0.35185185185185186,-112.74576214814813
419.999999999763,56,106,0.345679012345679,-110.76776632098766
429.9999999997539,54,108,0.3333333333333333,-106.81177466666665
439.99999999974483,55,107,0.3395061728395062,-108.78977049382716
449.99999999973573,52,110,0.32098765432098764,-102.85578301234568
459.99999999972664,52,110,0.32098765432098764,-102.85578301234568
469.99999999971755,47,115,0.29012345679012347,-92.9658038765432
479.99999999970845,52,110,0.32098765432098764,-102.85578301234568
489.99999999969936,49,113,0.30246913580246915,-96.9217955308642
499.99999999969026,49,113,0.30246913580246915,-96.9217955308642
509.99999999968117,50,112,0.30864197530864196,-98.89979135802469
519.9999999996721,50,112,0.30864197530864196,-98.89979135802469
529.999999999663,52,110,0.32098765432098764,-102.85578301234568
539.9999999996539,50,112,0.30864197530864196,-98.89979135802469
549.9999999996448,46,116,0.2839506172839506,-90.98780804938272
559.9999999996357,47,115,0.29012345679012347,-92.9658038765432
569.9999999996267,52,110,0.32098765432098764,-102.85578301234568
579.9999999996176,50,112,0.30864197530864196,-98.89979135802469
589.9999999996085,51,111,0.3148148148148148,-100.87778718518518
599.9999999995994,48,114,0.2962962962962963,-94.9437997037037
609.9999999995903,47,115,0.29012345679012347,-92.9658038765432
619.9999999995812,45,117,0.2777777777777778,-89.00981222222221
629.9999999995721,43,119,0.2654320987654321,-85.05382056790124
639.999999999563,46,116,0.2839506172839506,-90.98780804938272
649.9999999995539,47,115,0.29012345679012347,-92.9658038765432
659.9999999995448,44,118,0.2716049382716049,-87.03181639506174
669.9999999995357,49,113,0.30246913580246915,-96.9217955308642
679.9999999995266,47,115,0.29012345679012347,-92.9658038765432
689.9999999995175,46,116,0.2839506172839506,-90.98780804938272
699.9999999995084,46,116,0.2839506172839506,-90.98780804938272
709.9999999994993,48,114,0.2962962962962963,-94.9437997037037
719.9999999994902,47,115,0.29012345679012347,-92.9658038765432
729.9999999994811,46,116,0.2839506172839506,-90.98780804938272
739.999999999472,43,119,0.2654320987654321,-85.05382056790124
749.999999999463,44,118,0.2716049382716049,-87.03181639506174
759.9999999994538,41,121,0.25308641975308643,-81.09782891358024
769.9999999994448,39,123,0.24074074074074073,-77.14183725925926
779.9999999994357,43,119,0.2654320987654321,-85.05382056790124
789.9999999994266,44,118,0.2716049382716049,-87.03181639506174
799.9999999994175,43,119,0.2654320987654321,-85.05382056790124
809.9999999994084,43,119,0.2654320987654321,-85.05382056790124
819.9999999993993,45,117,0.2777777777777778,-89.00981222222221
829.9999999993902,47,115,0.29012345679012347,-92.9658038765432
839.9999999993811,45,117,0.2777777777777778,-89.00981222222221
849.999999999372,44,118,0.2716049382716049,-87.03181639506174
859.9999999993629,44,118,0.2716049382716049,-87.03181639506174
869.9999999993538,43,119,0.2654320987654321,-85.05382056790124
879.9999999993447,44,118,0.2716049382716049,-87.03181639506174
889.9999999993356,45,117,0.2777777777777778,-89.00981222222221
899.9999999993265,45,117,0.2777777777777778,-89.00981222222221
909.9999999993174,47,115,0.29012345679012347,-92.9658038765432
919.9999999993083,47,115,0.29012345679012347,-92.9658038765432
929.9999999992992,45,117,0.2777777777777778,-89.00981222222221
